Reference area,Measure,Unit of measure,Regime,Time Period,Observation Value,Regime Name
Romania,Implicit subsidy,Percentage of investment,Regime 1,2004,0.0,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Effective average tax rate,Percentage of taxable income,Regime 1,2005,13.97,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Cost of capital,Percentage of investment,Regime 1,2005,4.15,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of taxable income,Regime 1,2005,0.0,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of investment,Regime 1,2005,0.0,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Effective average tax rate,Percentage of taxable income,Regime 1,2006,13.97,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Cost of capital,Percentage of investment,Regime 1,2006,4.15,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of taxable income,Regime 1,2006,0.0,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of investment,Regime 1,2006,0.0,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Effective average tax rate,Percentage of taxable income,Regime 1,2007,13.97,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Cost of capital,Percentage of investment,Regime 1,2007,4.15,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of taxable income,Regime 1,2007,0.0,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of investment,Regime 1,2007,0.0,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Effective average tax rate,Percentage of taxable income,Regime 1,2008,13.97,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Cost of capital,Percentage of investment,Regime 1,2008,4.15,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of taxable income,Regime 1,2008,0.0,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of investment,Regime 1,2008,0.0,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Effective average tax rate,Percentage of taxable income,Regime 1,2009,13.97,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Cost of capital,Percentage of investment,Regime 1,2009,4.15,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of taxable income,Regime 1,2009,0.0,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of investment,Regime 1,2009,0.0,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Effective average tax rate,Percentage of taxable income,Regime 1,2010,13.97,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Cost of capital,Percentage of investment,Regime 1,2010,4.15,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of taxable income,Regime 1,2010,0.0,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of investment,Regime 1,2010,0.0,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Effective average tax rate,Percentage of taxable income,Regime 1,2011,13.97,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Cost of capital,Percentage of investment,Regime 1,2011,4.15,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of taxable income,Regime 1,2011,0.0,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of investment,Regime 1,2011,0.0,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Effective average tax rate,Percentage of taxable income,Regime 1,2012,13.97,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Cost of capital,Percentage of investment,Regime 1,2012,4.15,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of taxable income,Regime 1,2012,0.0,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of investment,Regime 1,2012,0.0,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Effective average tax rate,Percentage of taxable income,Regime 1,2013,13.97,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Cost of capital,Percentage of investment,Regime 1,2013,4.15,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of taxable income,Regime 1,2013,0.0,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of investment,Regime 1,2013,0.0,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Effective average tax rate,Percentage of taxable income,Regime 1,2014,13.97,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Cost of capital,Percentage of investment,Regime 1,2014,4.15,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of taxable income,Regime 1,2014,0.0,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of investment,Regime 1,2014,0.0,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Cost of capital,Percentage of investment,Regime 1,2015,4.15,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Effective average tax rate,Percentage of taxable income,Regime 1,2015,13.97,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of taxable income,Regime 1,2015,0.0,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of investment,Regime 1,2015,0.0,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Effective average tax rate,Percentage of taxable income,Regime 1,2016,13.97,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of taxable income,Regime 1,2016,0.0,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of investment,Regime 1,2016,0.0,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Cost of capital,Percentage of investment,Regime 1,2016,4.15,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Effective average tax rate,Percentage of taxable income,Regime 1,2017,5.16,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of taxable income,Regime 1,2017,-8.8,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of investment,Regime 1,2017,0.63,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Cost of capital,Percentage of investment,Regime 1,2017,4.78,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Effective average tax rate,Percentage of taxable income,Regime 1,2018,5.16,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of taxable income,Regime 1,2018,-8.8,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of investment,Regime 1,2018,0.63,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Cost of capital,Percentage of investment,Regime 1,2018,4.78,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Effective average tax rate,Percentage of taxable income,Regime 1,2019,5.16,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of taxable income,Regime 1,2019,-8.8,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of investment,Regime 1,2019,0.63,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Cost of capital,Percentage of investment,Regime 1,2019,4.78,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Effective average tax rate,Percentage of taxable income,Regime 1,2020,5.16,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of taxable income,Regime 1,2020,-8.8,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of investment,Regime 1,2020,0.63,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Cost of capital,Percentage of investment,Regime 1,2020,4.78,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Effective average tax rate,Percentage of taxable income,Regime 1,2021,5.16,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of taxable income,Regime 1,2021,-8.8,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of investment,Regime 1,2021,0.63,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Cost of capital,Percentage of investment,Regime 1,2021,4.78,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Effective average tax rate,Percentage of taxable income,Regime 1,2022,5.16,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of taxable income,Regime 1,2022,-8.8,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of investment,Regime 1,2022,0.63,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Cost of capital,Percentage of investment,Regime 1,2022,4.78,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Effective average tax rate,Percentage of taxable income,Regime 1,2023,5.16,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of taxable income,Regime 1,2023,-8.8,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Implicit subsidy,Percentage of investment,Regime 1,2023,0.63,Exemption for taxpayers engaged in R&D and innovation - ROU
Romania,Cost of capital,Percentage of investment,Regime 1,2023,4.78,Exemption for taxpayers engaged in R&D and innovation - ROU
Saskatchewan,Effective average tax rate,Percentage of taxable income,Regime 1,2000,28.03,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Cost of capital,Percentage of investment,Regime 1,2000,4.23,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of taxable income,Regime 1,2000,0.0,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of investment,Regime 1,2000,0.0,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Effective average tax rate,Percentage of taxable income,Regime 1,2001,28.03,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Cost of capital,Percentage of investment,Regime 1,2001,4.23,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of taxable income,Regime 1,2001,0.0,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of investment,Regime 1,2001,0.0,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Effective average tax rate,Percentage of taxable income,Regime 1,2002,28.03,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Cost of capital,Percentage of investment,Regime 1,2002,4.23,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of taxable income,Regime 1,2002,0.0,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of investment,Regime 1,2002,0.0,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Effective average tax rate,Percentage of taxable income,Regime 1,2003,28.03,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Cost of capital,Percentage of investment,Regime 1,2003,4.23,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of taxable income,Regime 1,2003,0.0,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of investment,Regime 1,2003,0.0,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Effective average tax rate,Percentage of taxable income,Regime 1,2004,28.03,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Cost of capital,Percentage of investment,Regime 1,2004,4.23,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of taxable income,Regime 1,2004,0.0,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of investment,Regime 1,2004,0.0,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Effective average tax rate,Percentage of taxable income,Regime 1,2005,28.03,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Cost of capital,Percentage of investment,Regime 1,2005,4.23,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of taxable income,Regime 1,2005,0.0,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of investment,Regime 1,2005,0.0,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Effective average tax rate,Percentage of taxable income,Regime 1,2006,28.03,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Cost of capital,Percentage of investment,Regime 1,2006,4.23,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of taxable income,Regime 1,2006,0.0,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of investment,Regime 1,2006,0.0,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Effective average tax rate,Percentage of taxable income,Regime 1,2007,28.03,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Cost of capital,Percentage of investment,Regime 1,2007,4.23,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of taxable income,Regime 1,2007,0.0,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of investment,Regime 1,2007,0.0,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Effective average tax rate,Percentage of taxable income,Regime 1,2008,25.75,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Cost of capital,Percentage of investment,Regime 1,2008,4.21,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of taxable income,Regime 1,2008,0.0,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of investment,Regime 1,2008,0.0,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Effective average tax rate,Percentage of taxable income,Regime 1,2009,25.31,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Cost of capital,Percentage of investment,Regime 1,2009,4.21,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of taxable income,Regime 1,2009,0.0,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of investment,Regime 1,2009,0.0,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Effective average tax rate,Percentage of taxable income,Regime 1,2010,24.44,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Cost of capital,Percentage of investment,Regime 1,2010,4.21,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of taxable income,Regime 1,2010,0.0,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of investment,Regime 1,2010,0.0,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Effective average tax rate,Percentage of taxable income,Regime 1,2011,23.13,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Cost of capital,Percentage of investment,Regime 1,2011,4.2,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of taxable income,Regime 1,2011,0.0,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of investment,Regime 1,2011,0.0,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Effective average tax rate,Percentage of taxable income,Regime 1,2012,21.82,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Cost of capital,Percentage of investment,Regime 1,2012,4.19,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of taxable income,Regime 1,2012,0.0,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of investment,Regime 1,2012,0.0,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Effective average tax rate,Percentage of taxable income,Regime 1,2013,21.82,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Cost of capital,Percentage of investment,Regime 1,2013,4.19,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of taxable income,Regime 1,2013,0.0,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of investment,Regime 1,2013,0.0,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Effective average tax rate,Percentage of taxable income,Regime 1,2014,21.82,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Cost of capital,Percentage of investment,Regime 1,2014,4.19,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of taxable income,Regime 1,2014,0.0,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of investment,Regime 1,2014,0.0,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Cost of capital,Percentage of investment,Regime 1,2015,4.19,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Effective average tax rate,Percentage of taxable income,Regime 1,2015,21.82,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of taxable income,Regime 1,2015,0.0,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of investment,Regime 1,2015,0.0,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Effective average tax rate,Percentage of taxable income,Regime 1,2016,21.82,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of taxable income,Regime 1,2016,0.0,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of investment,Regime 1,2016,0.0,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Cost of capital,Percentage of investment,Regime 1,2016,4.19,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Effective average tax rate,Percentage of taxable income,Regime 1,2017,17.94,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of taxable income,Regime 1,2017,-3.89,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of investment,Regime 1,2017,-0.36,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Cost of capital,Percentage of investment,Regime 1,2017,3.83,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Effective average tax rate,Percentage of taxable income,Regime 1,2018,17.94,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of taxable income,Regime 1,2018,-3.89,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of investment,Regime 1,2018,-0.36,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Cost of capital,Percentage of investment,Regime 1,2018,3.83,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Effective average tax rate,Percentage of taxable income,Regime 1,2019,17.94,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of taxable income,Regime 1,2019,-3.89,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of investment,Regime 1,2019,-0.36,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Cost of capital,Percentage of investment,Regime 1,2019,3.83,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Effective average tax rate,Percentage of taxable income,Regime 1,2020,17.94,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of taxable income,Regime 1,2020,-3.89,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of investment,Regime 1,2020,-0.36,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Cost of capital,Percentage of investment,Regime 1,2020,3.83,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Effective average tax rate,Percentage of taxable income,Regime 1,2021,17.94,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of taxable income,Regime 1,2021,-3.89,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of investment,Regime 1,2021,-0.36,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Cost of capital,Percentage of investment,Regime 1,2021,3.83,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Effective average tax rate,Percentage of taxable income,Regime 1,2022,17.94,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of taxable income,Regime 1,2022,-3.89,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of investment,Regime 1,2022,-0.36,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Cost of capital,Percentage of investment,Regime 1,2022,3.83,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Effective average tax rate,Percentage of taxable income,Regime 1,2023,17.94,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of taxable income,Regime 1,2023,-3.89,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Implicit subsidy,Percentage of investment,Regime 1,2023,-0.36,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Saskatchewan,Cost of capital,Percentage of investment,Regime 1,2023,3.83,Saskatchewan Commercial Innovation Incentive (SCII) - CAN_S
Slovak Republic,Cost of capital,Percentage of investment,Regime 1,2000,4.21,Patent Box - SVK
Slovak Republic,Effective average tax rate,Percentage of taxable income,Regime 1,2000,25.31,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of investment,Regime 1,2000,0.0,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of taxable income,Regime 1,2000,0.0,Patent Box - SVK
Slovak Republic,Cost of capital,Percentage of investment,Regime 1,2001,4.21,Patent Box - SVK
Slovak Republic,Effective average tax rate,Percentage of taxable income,Regime 1,2001,25.31,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of investment,Regime 1,2001,0.0,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of taxable income,Regime 1,2001,0.0,Patent Box - SVK
Slovak Republic,Cost of capital,Percentage of investment,Regime 1,2002,4.19,Patent Box - SVK
Slovak Republic,Effective average tax rate,Percentage of taxable income,Regime 1,2002,21.82,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of investment,Regime 1,2002,0.0,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of taxable income,Regime 1,2002,0.0,Patent Box - SVK
Slovak Republic,Cost of capital,Percentage of investment,Regime 1,2003,4.19,Patent Box - SVK
Slovak Republic,Effective average tax rate,Percentage of taxable income,Regime 1,2003,21.82,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of investment,Regime 1,2003,0.0,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of taxable income,Regime 1,2003,0.0,Patent Box - SVK
Slovak Republic,Cost of capital,Percentage of investment,Regime 1,2004,4.16,Patent Box - SVK
Slovak Republic,Effective average tax rate,Percentage of taxable income,Regime 1,2004,16.58,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of investment,Regime 1,2004,0.0,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of taxable income,Regime 1,2004,0.0,Patent Box - SVK
Slovak Republic,Cost of capital,Percentage of investment,Regime 1,2005,4.16,Patent Box - SVK
Slovak Republic,Effective average tax rate,Percentage of taxable income,Regime 1,2005,16.58,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of investment,Regime 1,2005,0.0,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of taxable income,Regime 1,2005,0.0,Patent Box - SVK
Slovak Republic,Cost of capital,Percentage of investment,Regime 1,2006,4.16,Patent Box - SVK
Slovak Republic,Effective average tax rate,Percentage of taxable income,Regime 1,2006,16.58,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of investment,Regime 1,2006,0.0,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of taxable income,Regime 1,2006,0.0,Patent Box - SVK
Slovak Republic,Cost of capital,Percentage of investment,Regime 1,2007,4.16,Patent Box - SVK
Slovak Republic,Effective average tax rate,Percentage of taxable income,Regime 1,2007,16.58,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of investment,Regime 1,2007,0.0,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of taxable income,Regime 1,2007,0.0,Patent Box - SVK
Slovak Republic,Cost of capital,Percentage of investment,Regime 1,2008,4.16,Patent Box - SVK
Slovak Republic,Effective average tax rate,Percentage of taxable income,Regime 1,2008,16.58,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of investment,Regime 1,2008,0.0,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of taxable income,Regime 1,2008,0.0,Patent Box - SVK
Slovak Republic,Cost of capital,Percentage of investment,Regime 1,2009,4.16,Patent Box - SVK
Slovak Republic,Effective average tax rate,Percentage of taxable income,Regime 1,2009,16.58,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of investment,Regime 1,2009,0.0,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of taxable income,Regime 1,2009,0.0,Patent Box - SVK
Slovak Republic,Cost of capital,Percentage of investment,Regime 1,2010,4.16,Patent Box - SVK
Slovak Republic,Effective average tax rate,Percentage of taxable income,Regime 1,2010,16.58,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of investment,Regime 1,2010,0.0,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of taxable income,Regime 1,2010,0.0,Patent Box - SVK
Slovak Republic,Cost of capital,Percentage of investment,Regime 1,2011,4.16,Patent Box - SVK
Slovak Republic,Effective average tax rate,Percentage of taxable income,Regime 1,2011,16.58,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of investment,Regime 1,2011,0.0,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of taxable income,Regime 1,2011,0.0,Patent Box - SVK
Slovak Republic,Cost of capital,Percentage of investment,Regime 1,2012,4.16,Patent Box - SVK
Slovak Republic,Effective average tax rate,Percentage of taxable income,Regime 1,2012,16.58,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of investment,Regime 1,2012,0.0,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of taxable income,Regime 1,2012,0.0,Patent Box - SVK
Slovak Republic,Cost of capital,Percentage of investment,Regime 1,2013,4.18,Patent Box - SVK
